,TravelTime,Latitude,Longitude
0,,37.712016,-122.50228100000001
1,57.959291420533354,37.712016,-122.49848100000001
2,56.56669546969683,37.712016,-122.49468100000001
3,53.99315831823133,37.712016,-122.49088100000002
4,48.825233540942286,37.712016,-122.48708100000002
5,49.68475240811981,37.712016,-122.48328100000002
6,47.97320814038475,37.712016,-122.47948100000002
7,45.801374116423766,37.712016,-122.47568100000002
8,44.20341163766875,37.712016,-122.47188100000002
9,40.7529565343742,37.712016,-122.46808100000003
10,39.685920513269004,37.712016,-122.46428100000003
11,37.90540112808622,37.712016,-122.46048100000003
12,36.00666310976973,37.712016,-122.45668100000003
13,36.00408802259393,37.712016,-122.45288100000003
14,35.12272985384219,37.712016,-122.44908100000004
15,32.38473319992207,37.712016,-122.44528100000004
16,29.216142176557128,37.712016,-122.44148100000004
17,24.90300173358294,37.712016,-122.43768100000004
18,22.69310908365367,37.712016,-122.43388100000004
19,21.17586247321631,37.712016,-122.43008100000004
20,18.720649329318334,37.712016,-122.42628100000005
21,17.41178551757201,37.712016,-122.42248100000005
22,17.207730773535143,37.712016,-122.41868100000005
23,17.588544201768027,37.712016,-122.41488100000005
24,16.943543124721103,37.712016,-122.41108100000005
25,16.902355567909282,37.712016,-122.40728100000005
26,14.378474580274785,37.712016,-122.40348100000006
27,12.527222308548538,37.712016,-122.39968100000006
28,10.168352678957229,37.712016,-122.39588100000006
29,9.164134641288854,37.712016,-122.39208100000006
30,11.553294178550084,37.712016,-122.38828100000006
31,14.090817870428276,37.712016,-122.38448100000006
32,57.41508551231242,37.715816,-122.50228100000001
33,53.090304546427916,37.715816,-122.49848100000001
34,51.6420391709129,37.715816,-122.49468100000001
35,56.31906070258294,37.715816,-122.49088100000002
36,53.20729863280892,37.715816,-122.48708100000002
37,48.890168657927155,37.715816,-122.48328100000002
38,46.19130502849325,37.715816,-122.47948100000002
39,46.18562963590891,37.715816,-122.47568100000002
40,42.701500989419145,37.715816,-122.47188100000002
41,41.4606708397045,37.715816,-122.46808100000003
42,39.88797314530073,37.715816,-122.46428100000003
43,38.12876146388182,37.715816,-122.46048100000003
44,35.27282240282869,37.715816,-122.45668100000003
45,35.38071748768713,37.715816,-122.45288100000003
46,33.738555817260234,37.715816,-122.44908100000004
47,30.203008722776335,37.715816,-122.44528100000004
48,25.178648985192474,37.715816,-122.44148100000004
49,23.722190512505,37.715816,-122.43768100000004
50,24.33953140423432,37.715816,-122.43388100000004
51,22.52092467026506,37.715816,-122.43008100000004
52,20.92740899721452,37.715816,-122.42628100000005
53,18.662542261447538,37.715816,-122.42248100000005
54,19.968092698527844,37.715816,-122.41868100000005
55,16.19189216317317,37.715816,-122.41488100000005
56,18.356050540376867,37.715816,-122.41108100000005
57,18.413527899124663,37.715816,-122.40728100000005
58,15.791725198458797,37.715816,-122.40348100000006
59,12.565103562805234,37.715816,-122.39968100000006
60,11.052846484544053,37.715816,-122.39588100000006
61,6.9720551645246935,37.715816,-122.39208100000006
62,6.521683906353553,37.715816,-122.38828100000006
63,11.268059957472598,37.715816,-122.38448100000006
64,16.537023041807686,37.715816,-122.38068100000007
65,55.21347929134058,37.719615999999995,-122.50228100000001
66,54.26801641801942,37.719615999999995,-122.49848100000001
67,55.385425039474974,37.719615999999995,-122.49468100000001
68,58.425430292013516,37.719615999999995,-122.49088100000002
69,56.23037219118483,37.719615999999995,-122.48708100000002
70,52.51935534824581,37.719615999999995,-122.48328100000002
71,50.543695648406455,37.719615999999995,-122.47948100000002
72,46.53722199156478,37.719615999999995,-122.47568100000002
73,45.02869736392385,37.719615999999995,-122.47188100000002
74,43.47370542638309,37.719615999999995,-122.46808100000003
75,40.61427110821281,37.719615999999995,-122.46428100000003
76,35.2783702032765,37.719615999999995,-122.46048100000003
77,30.822105665815034,37.719615999999995,-122.45668100000003
78,31.658670730187275,37.719615999999995,-122.45288100000003
79,29.61669058550529,37.719615999999995,-122.44908100000004
80,28.139961297329375,37.719615999999995,-122.44528100000004
81,28.333008903887446,37.719615999999995,-122.44148100000004
82,26.764920306172982,37.719615999999995,-122.43768100000004
83,23.306407547313142,37.719615999999995,-122.43388100000004
84,19.930268362447713,37.719615999999995,-122.43008100000004
85,17.019190150823896,37.719615999999995,-122.42628100000005
86,18.937707341540154,37.719615999999995,-122.42248100000005
87,17.40138241400089,37.719615999999995,-122.41868100000005
88,19.736138923843498,37.719615999999995,-122.41488100000005
89,17.123479889227166,37.719615999999995,-122.41108100000005
90,17.041822506975375,37.719615999999995,-122.40728100000005
91,16.99317705301286,37.719615999999995,-122.40348100000006
92,11.986161239510881,37.719615999999995,-122.39968100000006
93,10.72289386859524,37.719615999999995,-122.39588100000006
94,6.182386391870866,37.719615999999995,-122.39208100000006
95,7.915526177358419,37.719615999999995,-122.38828100000006
96,12.00235299895134,37.719615999999995,-122.38448100000006
97,16.93747056328693,37.719615999999995,-122.38068100000007
98,22.12082871074607,37.719615999999995,-122.37688100000007
99,27.398911566732632,37.719615999999995,-122.37308100000007
100,,37.72341599999999,-122.50608100000001
101,58.472049192074145,37.72341599999999,-122.50228100000001
102,58.523557361841725,37.72341599999999,-122.49848100000001
103,,37.72341599999999,-122.49468100000001
104,,37.72341599999999,-122.49088100000002
105,57.02307414282764,37.72341599999999,-122.48708100000002
106,53.91559841816382,37.72341599999999,-122.48328100000002
107,50.74182446012386,37.72341599999999,-122.47948100000002
108,47.0116008611087,37.72341599999999,-122.47568100000002
109,48.9523140316334,37.72341599999999,-122.47188100000002
110,44.968717042805906,37.72341599999999,-122.46808100000003
111,39.608861674175365,37.72341599999999,-122.46428100000003
112,34.25148088670108,37.72341599999999,-122.46048100000003
113,28.955409426201626,37.72341599999999,-122.45668100000003
114,28.895166235473553,37.72341599999999,-122.45288100000003
115,26.88698010768541,37.72341599999999,-122.44908100000004
116,24.744743164221173,37.72341599999999,-122.44528100000004
117,23.77169935892619,37.72341599999999,-122.44148100000004
118,23.62394936682392,37.72341599999999,-122.43768100000004
119,22.113393181161644,37.72341599999999,-122.43388100000004
120,22.001721257395236,37.72341599999999,-122.43008100000004
121,19.92529790568508,37.72341599999999,-122.42628100000005
122,19.855932162304473,37.72341599999999,-122.42248100000005
123,22.37463593591496,37.72341599999999,-122.41868100000005
124,19.521901417992954,37.72341599999999,-122.41488100000005
125,17.95255264251808,37.72341599999999,-122.41108100000005
126,18.273813328326167,37.72341599999999,-122.40728100000005
127,18.760004448547487,37.72341599999999,-122.40348100000006
128,15.218224259961042,37.72341599999999,-122.39968100000006
129,11.97149944844728,37.72341599999999,-122.39588100000006
130,10.468337428883167,37.72341599999999,-122.39208100000006
131,11.347281527356937,37.72341599999999,-122.38828100000006
132,14.813110445811294,37.72341599999999,-122.38448100000006
133,19.317294956477532,37.72341599999999,-122.38068100000007
134,23.986814579581335,37.72341599999999,-122.37688100000007
135,28.869671982919858,37.72341599999999,-122.37308100000007
136,33.8911935957098,37.72341599999999,-122.36928100000007
137,38.008643263406746,37.72341599999999,-122.36548100000007
138,59.52110343943887,37.72721599999999,-122.50608100000001
139,55.45312585412106,37.72721599999999,-122.50228100000001
140,59.551418482457315,37.72721599999999,-122.49848100000001
141,56.6175915808908,37.72721599999999,-122.49468100000001
142,58.658080924447816,37.72721599999999,-122.49088100000002
143,55.01781449202192,37.72721599999999,-122.48708100000002
144,50.618363068059146,37.72721599999999,-122.48328100000002
145,51.0839864246374,37.72721599999999,-122.47948100000002
146,48.210220333542146,37.72721599999999,-122.47568100000002
